id,title,term
819299,mass spectrometry,mass spectrometry
670115,mass spectrometry,mass spectrometry
669926,mass spectrometry,mass spectrometry
661641,mass spectrometry,mass spectrometry
661496,mass spectrometry,mass spectrometry
661063,mass spectrometry,mass spectrometry
659391,mass spectrometry,mass spectrometry
659174,mass spectrometry,mass spectrometry
658718,mass spectrometry,mass spectrometry
658677,mass spectrometry,mass spectrometry
657473,mass spectrometry,mass spectrometry
656243,mass spectrometry,mass spectrometry
655856,mass spectrometry,mass spectrometry
655841,mass spectrometry,mass spectrometry
655240,mass spectrometry,mass spectrometry
654496,mass spectrometry,mass spectrometry
653639,mass spectrometry,mass spectrometry
648551,mass spectrometry,mass spectrometry
646603,mass spectrometry,mass spectrometry
640849,mass spectrometry,mass spectrometry
639382,mass spectrometry,mass spectrometry
638712,mass spectrometry,mass spectrometry
638703,mass spectrometry,mass spectrometry
638218,mass spectrometry,mass spectrometry
636752,mass spectrometry,mass spectrometry
634402,mass spectrometry,mass spectrometry
631292,mass spectrometry,mass spectrometry
630706,mass spectrometry,mass spectrometry
629015,mass spectrometry,mass spectrometry
628789,mass spectrometry,mass spectrometry
628552,mass spectrometry,mass spectrometry
627442,mass spectrometry,mass spectrometry
627197,mass spectrometry,mass spectrometry
626025,mass spectrometry,mass spectrometry
625385,mass spectrometry,mass spectrometry
624680,mass spectrometry,mass spectrometry
624448,mass spectrometry,mass spectrometry
624280,mass spectrometry,mass spectrometry
624137,mass spectrometry,mass spectrometry
623992,mass spectrometry,mass spectrometry
623757,mass spectrometry,mass spectrometry
622388,mass spectrometry,mass spectrometry
620278,mass spectrometry,mass spectrometry
618806,mass spectrometry,mass spectrometry
616551,mass spectrometry,mass spectrometry
615585,mass spectrometry,mass spectrometry
608041,mass spectrometry,mass spectrometry
608014,mass spectrometry,mass spectrometry
606496,mass spectrometry,mass spectrometry
340890,mass spectrometry,mass spectrometry
339842,mass spectrometry,mass spectrometry
339129,mass spectrometry,mass spectrometry
338895,mass spectrometry,mass spectrometry
334084,mass spectrometry,mass spectrometry
333611,mass spectrometry,mass spectrometry
331866,mass spectrometry,mass spectrometry
330675,mass spectrometry,mass spectrometry
330669,mass spectrometry,mass spectrometry
330521,mass spectrometry,mass spectrometry
329969,mass spectrometry,mass spectrometry
328577,mass spectrometry,mass spectrometry
322869,mass spectrometry,mass spectrometry
322652,mass spectrometry,mass spectrometry
322408,mass spectrometry,mass spectrometry
321890,mass spectrometry,mass spectrometry
320659,mass spectrometry,mass spectrometry
312829,mass spectrometry,mass spectrometry
311522,mass spectrometry,mass spectrometry
311374,mass spectrometry,mass spectrometry
310913,mass spectrometry,mass spectrometry
310489,mass spectrometry,mass spectrometry
309831,mass spectrometry,mass spectrometry
305499,mass spectrometry,mass spectrometry
305259,mass spectrometry,mass spectrometry
305169,mass spectrometry,mass spectrometry
303784,mass spectrometry,mass spectrometry
303675,mass spectrometry,mass spectrometry
302991,mass spectrometry,mass spectrometry
302203,mass spectrometry,mass spectrometry
302097,mass spectrometry,mass spectrometry
274778,mass spectrometry,mass spectrometry
274160,mass spectrometry,mass spectrometry
273867,mass spectrometry,mass spectrometry
273658,mass spectrometry,mass spectrometry
273438,mass spectrometry,mass spectrometry
273372,mass spectrometry,mass spectrometry
272957,mass spectrometry,mass spectrometry
271929,mass spectrometry,mass spectrometry
269256,mass spectrometry,mass spectrometry
268851,mass spectrometry,mass spectrometry
267255,mass spectrometry,mass spectrometry
264772,mass spectrometry,mass spectrometry
264474,mass spectrometry,mass spectrometry
260809,mass spectrometry,mass spectrometry
260558,mass spectrometry,mass spectrometry
257669,mass spectrometry,mass spectrometry
256397,mass spectrometry,mass spectrometry
255035,mass spectrometry,mass spectrometry
254858,mass spectrometry,mass spectrometry
254319,mass spectrometry,mass spectrometry
254111,mass spectrometry,mass spectrometry
253978,mass spectrometry,mass spectrometry
253373,mass spectrometry,mass spectrometry
253277,mass spectrometry,mass spectrometry
253141,mass spectrometry,mass spectrometry
253075,mass spectrometry,mass spectrometry
301440,mass spectrometry,mass spectrometry
301401,mass spectrometry,mass spectrometry
301031,mass spectrometry,mass spectrometry
299986,mass spectrometry,mass spectrometry
299455,mass spectrometry,mass spectrometry
299084,mass spectrometry,mass spectrometry
298838,mass spectrometry,mass spectrometry
298409,mass spectrometry,mass spectrometry
297881,mass spectrometry,mass spectrometry
297401,mass spectrometry,mass spectrometry
724209,mass spectrometry,mass spectrometry
722171,mass spectrometry,mass spectrometry
718185,mass spectrometry,mass spectrometry
717356,mass spectrometry,mass spectrometry
817798,mass spectrometry,mass spectrometry
812917,mass spectrometry,mass spectrometry
252937,mass spectrometry,mass spectrometry
251368,mass spectrometry,mass spectrometry
251349,mass spectrometry,mass spectrometry
250076,mass spectrometry,mass spectrometry
249865,mass spectrometry,mass spectrometry
249793,mass spectrometry,mass spectrometry
249298,mass spectrometry,mass spectrometry
249289,mass spectrometry,mass spectrometry
249205,mass spectrometry,mass spectrometry
249160,mass spectrometry,mass spectrometry
248013,mass spectrometry,mass spectrometry
797788,mass spectrometry,mass spectrometry
796679,mass spectrometry,mass spectrometry
795441,mass spectrometry,mass spectrometry
794830,mass spectrometry,mass spectrometry
794825,mass spectrometry,mass spectrometry
794391,mass spectrometry,mass spectrometry
794287,mass spectrometry,mass spectrometry
794156,mass spectrometry,mass spectrometry
793778,mass spectrometry,mass spectrometry
792772,mass spectrometry,mass spectrometry
792575,mass spectrometry,mass spectrometry
792536,mass spectrometry,mass spectrometry
788697,mass spectrometry,mass spectrometry
788231,mass spectrometry,mass spectrometry
787684,mass spectrometry,mass spectrometry
787534,mass spectrometry,mass spectrometry
781726,mass spectrometry,mass spectrometry
773089,mass spectrometry,mass spectrometry
772735,mass spectrometry,mass spectrometry
772039,mass spectrometry,mass spectrometry
239679,mass spectrometry,mass spectrometry
239325,mass spectrometry,mass spectrometry
239232,mass spectrometry,mass spectrometry
239182,mass spectrometry,mass spectrometry
237346,mass spectrometry,mass spectrometry
237255,mass spectrometry,mass spectrometry
236961,mass spectrometry,mass spectrometry
236805,mass spectrometry,mass spectrometry
236758,mass spectrometry,mass spectrometry
236721,mass spectrometry,mass spectrometry
236227,mass spectrometry,mass spectrometry
236157,mass spectrometry,mass spectrometry
235499,mass spectrometry,mass spectrometry
226373,mass spectrometry,mass spectrometry
221540,mass spectrometry,mass spectrometry
221453,mass spectrometry,mass spectrometry
220596,mass spectrometry,mass spectrometry
220360,mass spectrometry,mass spectrometry
220291,mass spectrometry,mass spectrometry
220092,mass spectrometry,mass spectrometry
219586,mass spectrometry,mass spectrometry
219452,mass spectrometry,mass spectrometry
294523,mass spectrometry,mass spectrometry
294214,mass spectrometry,mass spectrometry
291740,mass spectrometry,mass spectrometry
287382,mass spectrometry,mass spectrometry
286001,mass spectrometry,mass spectrometry
715127,mass spectrometry,mass spectrometry
715028,mass spectrometry,mass spectrometry
715024,mass spectrometry,mass spectrometry
714623,mass spectrometry,mass spectrometry
707299,mass spectrometry,mass spectrometry
704786,mass spectrometry,mass spectrometry
704696,mass spectrometry,mass spectrometry
703759,mass spectrometry,mass spectrometry
686547,mass spectrometry,mass spectrometry
686330,mass spectrometry,mass spectrometry
682881,mass spectrometry,mass spectrometry
682473,mass spectrometry,mass spectrometry
681365,mass spectrometry,mass spectrometry
681275,mass spectrometry,mass spectrometry
680897,mass spectrometry,mass spectrometry
680873,mass spectrometry,mass spectrometry
680241,mass spectrometry,mass spectrometry
679242,mass spectrometry,mass spectrometry
218065,mass spectrometry,mass spectrometry
215174,mass spectrometry,mass spectrometry
211928,mass spectrometry,mass spectrometry
210356,mass spectrometry,mass spectrometry
208344,mass spectrometry,mass spectrometry
202272,mass spectrometry,mass spectrometry
201648,mass spectrometry,mass spectrometry
201333,mass spectrometry,mass spectrometry
200733,mass spectrometry,mass spectrometry
200165,mass spectrometry,mass spectrometry
911409,mass spectrometry,mass spectrometry
854670,mass spectrometry,mass spectrometry
845736,mass spectrometry,mass spectrometry
845426,mass spectrometry,mass spectrometry
845268,mass spectrometry,mass spectrometry
843615,mass spectrometry,mass spectrometry
843585,mass spectrometry,mass spectrometry
843286,mass spectrometry,mass spectrometry
841689,mass spectrometry,mass spectrometry
839779,mass spectrometry,mass spectrometry
839243,mass spectrometry,mass spectrometry
281331,mass spectrometry,mass spectrometry
280281,mass spectrometry,mass spectrometry
280271,mass spectrometry,mass spectrometry
279405,mass spectrometry,mass spectrometry
278364,mass spectrometry,mass spectrometry
277899,mass spectrometry,mass spectrometry
276320,mass spectrometry,mass spectrometry
275400,mass spectrometry,mass spectrometry
695596,mass spectrometry,mass spectrometry
694913,mass spectrometry,mass spectrometry
694694,mass spectrometry,mass spectrometry
694569,mass spectrometry,mass spectrometry
692241,mass spectrometry,mass spectrometry
768258,mass spectrometry,mass spectrometry technique
817798,mass spectrometry,mass spectrometry technique
792772,mass spectrometry,mass spectrometry technique
239679,mass spectrometry,mass spectrometry technique
239232,mass spectrometry,mass spectrometry technique
236721,mass spectrometry,mass spectrometry technique
219452,mass spectrometry,mass spectrometry technique
768049,sustainable economy,sme instrument
763497,sustainable economy,sme instrument
759220,sustainable economy,sme instrument
756656,sustainable economy,sme instrument
744432,sustainable economy,sme instrument
733984,sustainable economy,sme instrument
836082,sustainable economy,sme instrument
833105,sustainable economy,sme instrument
832168,sustainable economy,sme instrument
831361,sustainable economy,sme instrument
831246,sustainable economy,sme instrument
830976,sustainable economy,sme instrument
828376,sustainable economy,sme instrument
828151,sustainable economy,sme instrument
828079,sustainable economy,sme instrument
827248,sustainable economy,sme instrument
674863,sustainable economy,sme instrument
674848,sustainable economy,sme instrument
674102,sustainable economy,sme instrument
643362,sustainable economy,sme instrument
643360,sustainable economy,sme instrument
816933,sustainable economy,sme instrument
783638,sustainable economy,sme instrument
775836,sustainable economy,sme instrument
685066,sustainable economy,sme instrument
868235,sustainable economy,sme instrument
867311,sustainable economy,sme instrument
696935,sustainable economy,sme instrument
767912,quantum chemistry,quantum chemistry
751047,quantum chemistry,quantum chemistry
751016,quantum chemistry,quantum chemistry
748895,quantum chemistry,quantum chemistry
745336,quantum chemistry,quantum chemistry
741002,quantum chemistry,quantum chemistry
835776,quantum chemistry,quantum chemistry
820363,quantum chemistry,quantum chemistry
657070,quantum chemistry,quantum chemistry
644121,quantum chemistry,quantum chemistry
639508,quantum chemistry,quantum chemistry
636201,quantum chemistry,quantum chemistry
628138,quantum chemistry,quantum chemistry
612670,quantum chemistry,quantum chemistry
608062,quantum chemistry,quantum chemistry
329138,quantum chemistry,quantum chemistry
320723,quantum chemistry,quantum chemistry
302603,quantum chemistry,quantum chemistry
268284,quantum chemistry,quantum chemistry
264951,quantum chemistry,quantum chemistry
256601,quantum chemistry,quantum chemistry
254150,quantum chemistry,quantum chemistry
722614,quantum chemistry,quantum chemistry
722346,quantum chemistry,quantum chemistry
818064,quantum chemistry,quantum chemistry
817977,quantum chemistry,quantum chemistry
817482,quantum chemistry,quantum chemistry
792537,quantum chemistry,quantum chemistry
786714,quantum chemistry,quantum chemistry
780284,quantum chemistry,quantum chemistry
240624,quantum chemistry,quantum chemistry
240335,quantum chemistry,quantum chemistry
235414,quantum chemistry,quantum chemistry
233482,quantum chemistry,quantum chemistry
228286,quantum chemistry,quantum chemistry
219380,quantum chemistry,quantum chemistry
293674,quantum chemistry,quantum chemistry
290853,quantum chemistry,quantum chemistry
714870,quantum chemistry,quantum chemistry
706415,quantum chemistry,quantum chemistry
705113,quantum chemistry,quantum chemistry
703860,quantum chemistry,quantum chemistry
703446,quantum chemistry,quantum chemistry
702635,quantum chemistry,quantum chemistry
701962,quantum chemistry,quantum chemistry
701355,quantum chemistry,quantum chemistry
836849,quantum chemistry,quantum chemistry
279944,quantum chemistry,quantum chemistry
278205,quantum chemistry,quantum chemistry
692891,quantum chemistry,quantum chemistry
690853,quantum chemistry,quantum chemistry
767901,surgery,bone fracture
763129,surgery,bone fracture
618861,surgery,bone fracture
767882,cancer,drug discovery
754346,cancer,drug discovery
749299,cancer,drug discovery
749012,cancer,drug discovery
744320,cancer,drug discovery
675790,cancer,drug discovery
659046,cancer,drug discovery
658351,cancer,drug discovery
656723,cancer,drug discovery
641833,cancer,drug discovery
626191,cancer,drug discovery
624935,cancer,drug discovery
624904,cancer,drug discovery
623543,cancer,drug discovery
613879,cancer,drug discovery
316149,cancer,drug discovery
260572,cancer,drug discovery
299550,cancer,drug discovery
815529,cancer,drug discovery
813599,cancer,drug discovery
251426,cancer,drug discovery
792320,cancer,drug discovery
789760,cancer,drug discovery
777828,cancer,drug discovery
773750,cancer,drug discovery
233457,cancer,drug discovery
220147,cancer,drug discovery
286089,cancer,drug discovery
713758,cancer,drug discovery
706581,cancer,drug discovery
911550,cancer,drug discovery
841560,cancer,drug discovery
841089,cancer,drug discovery
840577,cancer,drug discovery
276785,cancer,drug discovery
275543,cancer,drug discovery
767854,breast cancer,drug resistance
322737,breast cancer,drug resistance
311166,breast cancer,drug resistance
304096,breast cancer,drug resistance
302583,breast cancer,drug resistance
812850,breast cancer,drug resistance
242664,breast cancer,drug resistance
681572,breast cancer,drug resistance
863831,breast cancer,drug resistance
767854,drug resistance,drug resistance
755150,drug resistance,drug resistance
748585,drug resistance,drug resistance
747676,drug resistance,drug resistance
746068,drug resistance,drug resistance
742349,drug resistance,drug resistance
737557,drug resistance,drug resistance
835908,drug resistance,drug resistance
835297,drug resistance,drug resistance
825931,drug resistance,drug resistance
820137,drug resistance,drug resistance
642609,drug resistance,drug resistance
640389,drug resistance,drug resistance
635408,drug resistance,drug resistance
634650,drug resistance,drug resistance
630729,drug resistance,drug resistance
626797,drug resistance,drug resistance
625626,drug resistance,drug resistance
625214,drug resistance,drug resistance
623703,drug resistance,drug resistance
618601,drug resistance,drug resistance
617844,drug resistance,drug resistance
614779,drug resistance,drug resistance
607694,drug resistance,drug resistance
603240,drug resistance,drug resistance
602906,drug resistance,drug resistance
602773,drug resistance,drug resistance
340735,drug resistance,drug resistance
337905,drug resistance,drug resistance
331416,drug resistance,drug resistance
329047,drug resistance,drug resistance
322737,drug resistance,drug resistance
321937,drug resistance,drug resistance
319661,drug resistance,drug resistance
311166,drug resistance,drug resistance
309540,drug resistance,drug resistance
305341,drug resistance,drug resistance
304948,drug resistance,drug resistance
304096,drug resistance,drug resistance
303987,drug resistance,drug resistance
303635,drug resistance,drug resistance
302583,drug resistance,drug resistance
274656,drug resistance,drug resistance
264639,drug resistance,drug resistance
260686,drug resistance,drug resistance
259024,drug resistance,drug resistance
259015,drug resistance,drug resistance
253274,drug resistance,drug resistance
818086,drug resistance,drug resistance
812850,drug resistance,drug resistance
249891,drug resistance,drug resistance
797944,drug resistance,drug resistance
795924,drug resistance,drug resistance
795224,drug resistance,drug resistance
245872,drug resistance,drug resistance
242664,drug resistance,drug resistance
242131,drug resistance,drug resistance
237501,drug resistance,drug resistance
223681,drug resistance,drug resistance
223131,drug resistance,drug resistance
223101,drug resistance,drug resistance
222895,drug resistance,drug resistance
219570,drug resistance,drug resistance
286998,drug resistance,drug resistance
716063,drug resistance,drug resistance
712951,drug resistance,drug resistance
707229,drug resistance,drug resistance
706694,drug resistance,drug resistance
705970,drug resistance,drug resistance
704912,drug resistance,drug resistance
681572,drug resistance,drug resistance
680088,drug resistance,drug resistance
201889,drug resistance,drug resistance
863831,drug resistance,drug resistance
853932,drug resistance,drug resistance
853903,drug resistance,drug resistance
278998,drug resistance,drug resistance
278706,drug resistance,drug resistance
277988,drug resistance,drug resistance
276998,drug resistance,drug resistance
276971,drug resistance,drug resistance
767814,databases,data protection
216339,databases,data protection
767814,databases,data collection
727277,databases,data collection
635895,databases,data collection
269210,databases,data collection
231965,databases,data collection
284167,databases,data collection
714868,databases,data collection
200716,databases,data collection
115004,databases,data collection
767814,data protection,data protection
740610,data protection,data protection
732078,data protection,data protection
833635,data protection,data protection
826284,data protection,data protection
822995,data protection,data protection
659478,data protection,data protection
653626,data protection,data protection
644425,data protection,data protection
624583,data protection,data protection
611596,data protection,data protection
312792,data protection,data protection
261727,data protection,data protection
257315,data protection,data protection
815823,data protection,data protection
251686,data protection,data protection
788352,data protection,data protection
787034,data protection,data protection
786698,data protection,data protection
244779,data protection,data protection
224201,data protection,data protection
217762,data protection,data protection
216339,data protection,data protection
215350,data protection,data protection
767814,data protection,data collection
767814,big data,data protection
787034,big data,data protection
767814,big data,data collection
642963,big data,data collection
641191,big data,data collection
639379,big data,data collection
816100,big data,data collection
776193,big data,data collection
773521,big data,data collection
837384,big data,data collection
767799,heat engineering,district heating
767799,heat engineering,heat recovery
767799,heat engineering,heating system
753858,heat engineering,heating system
222228,heat engineering,heating system
767799,renewable energy,district heating
764042,renewable energy,district heating
738569,renewable energy,district heating
735368,renewable energy,district heating
823463,renewable energy,district heating
649820,renewable energy,district heating
609129,renewable energy,district heating
260105,renewable energy,district heating
296003,renewable energy,district heating
723757,renewable energy,district heating
773839,renewable energy,district heating
684882,renewable energy,district heating
767799,renewable energy,heat recovery
731976,renewable energy,heat recovery
608826,renewable energy,heat recovery
314596,renewable energy,heat recovery
308912,renewable energy,heat recovery
723930,renewable energy,heat recovery
284533,renewable energy,heat recovery
767798,inorganic compounds,carbon dioxide
765376,inorganic compounds,carbon dioxide
759630,inorganic compounds,carbon dioxide
758873,inorganic compounds,carbon dioxide
751947,inorganic compounds,carbon dioxide
751039,inorganic compounds,carbon dioxide
749949,inorganic compounds,carbon dioxide
746137,inorganic compounds,carbon dioxide
743055,inorganic compounds,carbon dioxide
742930,inorganic compounds,carbon dioxide
828172,inorganic compounds,carbon dioxide
821003,inorganic compounds,carbon dioxide
819580,inorganic compounds,carbon dioxide
678779,inorganic compounds,carbon dioxide
672910,inorganic compounds,carbon dioxide
670986,inorganic compounds,carbon dioxide
668991,inorganic compounds,carbon dioxide
668953,inorganic compounds,carbon dioxide
662116,inorganic compounds,carbon dioxide
661496,inorganic compounds,carbon dioxide
657627,inorganic compounds,carbon dioxide
657123,inorganic compounds,carbon dioxide
656731,inorganic compounds,carbon dioxide
656625,inorganic compounds,carbon dioxide
656272,inorganic compounds,carbon dioxide
654462,inorganic compounds,carbon dioxide
631812,inorganic compounds,carbon dioxide
631578,inorganic compounds,carbon dioxide
629995,inorganic compounds,carbon dioxide
627481,inorganic compounds,carbon dioxide
626959,inorganic compounds,carbon dioxide
626519,inorganic compounds,carbon dioxide
625185,inorganic compounds,carbon dioxide
624204,inorganic compounds,carbon dioxide
623914,inorganic compounds,carbon dioxide
622745,inorganic compounds,carbon dioxide
622587,inorganic compounds,carbon dioxide
621210,inorganic compounds,carbon dioxide
618892,inorganic compounds,carbon dioxide
340535,inorganic compounds,carbon dioxide
333784,inorganic compounds,carbon dioxide
331910,inorganic compounds,carbon dioxide
330803,inorganic compounds,carbon dioxide
329360,inorganic compounds,carbon dioxide
326792,inorganic compounds,carbon dioxide
321938,inorganic compounds,carbon dioxide
320070,inorganic compounds,carbon dioxide
307888,inorganic compounds,carbon dioxide
304218,inorganic compounds,carbon dioxide
303100,inorganic compounds,carbon dioxide
302756,inorganic compounds,carbon dioxide
268142,inorganic compounds,carbon dioxide
267348,inorganic compounds,carbon dioxide
259627,inorganic compounds,carbon dioxide
256462,inorganic compounds,carbon dioxide
256305,inorganic compounds,carbon dioxide
254495,inorganic compounds,carbon dioxide
301307,inorganic compounds,carbon dioxide
298927,inorganic compounds,carbon dioxide
298740,inorganic compounds,carbon dioxide
724289,inorganic compounds,carbon dioxide
722614,inorganic compounds,carbon dioxide
816913,inorganic compounds,carbon dioxide
252196,inorganic compounds,carbon dioxide
251897,inorganic compounds,carbon dioxide
247924,inorganic compounds,carbon dioxide
797229,inorganic compounds,carbon dioxide
796292,inorganic compounds,carbon dioxide
795961,inorganic compounds,carbon dioxide
792772,inorganic compounds,carbon dioxide
792572,inorganic compounds,carbon dioxide
789445,inorganic compounds,carbon dioxide
781779,inorganic compounds,carbon dioxide
772510,inorganic compounds,carbon dioxide
247390,inorganic compounds,carbon dioxide
242316,inorganic compounds,carbon dioxide
239465,inorganic compounds,carbon dioxide
239143,inorganic compounds,carbon dioxide
237449,inorganic compounds,carbon dioxide
235722,inorganic compounds,carbon dioxide
235623,inorganic compounds,carbon dioxide
233502,inorganic compounds,carbon dioxide
232937,inorganic compounds,carbon dioxide
228488,inorganic compounds,carbon dioxide
222051,inorganic compounds,carbon dioxide
221056,inorganic compounds,carbon dioxide
220941,inorganic compounds,carbon dioxide
220639,inorganic compounds,carbon dioxide
220485,inorganic compounds,carbon dioxide
220461,inorganic compounds,carbon dioxide
713677,inorganic compounds,carbon dioxide
705402,inorganic compounds,carbon dioxide
702563,inorganic compounds,carbon dioxide
682707,inorganic compounds,carbon dioxide
682512,inorganic compounds,carbon dioxide
681895,inorganic compounds,carbon dioxide
679425,inorganic compounds,carbon dioxide
200915,inorganic compounds,carbon dioxide
845362,inorganic compounds,carbon dioxide
844854,inorganic compounds,carbon dioxide
844733,inorganic compounds,carbon dioxide
839709,inorganic compounds,carbon dioxide
838739,inorganic compounds,carbon dioxide
838426,inorganic compounds,carbon dioxide
837378,inorganic compounds,carbon dioxide
279520,inorganic compounds,carbon dioxide
767798,electrolysis,carbon dioxide
765376,electrolysis,carbon dioxide
678779,electrolysis,carbon dioxide
621210,electrolysis,carbon dioxide
330803,electrolysis,carbon dioxide
722614,electrolysis,carbon dioxide
247924,electrolysis,carbon dioxide
781779,electrolysis,carbon dioxide
247390,electrolysis,carbon dioxide
232937,electrolysis,carbon dioxide
220639,electrolysis,carbon dioxide
713677,electrolysis,carbon dioxide
681895,electrolysis,carbon dioxide
767678,renewable energy,climate change
748256,renewable energy,climate change
603386,renewable energy,climate change
315261,renewable energy,climate change
269206,renewable energy,climate change
710473,renewable energy,climate change
858144,renewable energy,climate change
767678,renewable energy,energy system
764545,renewable energy,energy system
764042,renewable energy,energy system
763168,renewable energy,energy system
748256,renewable energy,energy system
735533,renewable energy,energy system
727509,renewable energy,energy system
727481,renewable energy,energy system
727465,renewable energy,energy system
834527,renewable energy,energy system
831041,renewable energy,energy system
827030,renewable energy,energy system
823463,renewable energy,energy system
673976,renewable energy,energy system
671470,renewable energy,energy system
660404,renewable energy,energy system
657039,renewable energy,energy system
652411,renewable energy,energy system
651475,renewable energy,energy system
650027,renewable energy,energy system
646186,renewable energy,energy system
640715,renewable energy,energy system
612263,renewable energy,energy system
609019,renewable energy,energy system
608732,renewable energy,energy system
606851,renewable energy,energy system
326429,renewable energy,energy system
321149,renewable energy,energy system
314596,renewable energy,energy system
314283,renewable energy,energy system
308896,renewable energy,energy system
308816,renewable energy,energy system
266082,renewable energy,energy system
265971,renewable energy,energy system
299767,renewable energy,energy system
297852,renewable energy,energy system
296003,renewable energy,energy system
721019,renewable energy,energy system
794562,renewable energy,energy system
785921,renewable energy,energy system
783727,renewable energy,energy system
782319,renewable energy,energy system
774866,renewable energy,energy system
773839,renewable energy,energy system
773708,renewable energy,energy system
772370,renewable energy,energy system
243542,renewable energy,energy system
243477,renewable energy,energy system
241382,renewable energy,energy system
235880,renewable energy,energy system
234214,renewable energy,energy system
288145,renewable energy,energy system
286100,renewable energy,energy system
285268,renewable energy,energy system
284920,renewable energy,energy system
282825,renewable energy,energy system
710603,renewable energy,energy system
704201,renewable energy,energy system
703060,renewable energy,energy system
682383,renewable energy,energy system
219008,renewable energy,energy system
911767,renewable energy,energy system
909880,renewable energy,energy system
866101,renewable energy,energy system
858144,renewable energy,energy system
847585,renewable energy,energy system
847121,renewable energy,energy system
837722,renewable energy,energy system
836819,renewable energy,energy system
697956,renewable energy,energy system
692197,renewable energy,energy system
767678,renewable energy,fuel cells
264526,renewable energy,fuel cells
260105,renewable energy,fuel cells
256821,renewable energy,fuel cells
229906,renewable energy,fuel cells
700190,renewable energy,fuel cells
767678,fuel cell,fuel cells
731224,fuel cell,fuel cells
662683,fuel cell,fuel cells
331003,fuel cell,fuel cells
325357,fuel cell,fuel cells
303419,fuel cell,fuel cells
269182,fuel cell,fuel cells
264526,fuel cell,fuel cells
260105,fuel cell,fuel cells
256885,fuel cell,fuel cells
256821,fuel cell,fuel cells
256776,fuel cell,fuel cells
256417,fuel cell,fuel cells
298300,fuel cell,fuel cells
245355,fuel cell,fuel cells
245228,fuel cell,fuel cells
235386,fuel cell,fuel cells
233862,fuel cell,fuel cells
229906,fuel cell,fuel cells
227177,fuel cell,fuel cells
293876,fuel cell,fuel cells
700786,fuel cell,fuel cells
700190,fuel cell,fuel cells
201711,fuel cell,fuel cells
278798,fuel cell,fuel cells
277916,fuel cell,fuel cells
767644,transport,transportation industry
645676,transport,transportation industry
605632,transport,transportation industry
225634,transport,transportation industry
767642,automation,robot system
737459,automation,robot system
643892,automation,robot system
285380,automation,robot system
767642,automation,iot platform
816070,automation,iot platform
767642,productivity,digital innovation hubs
761708,productivity,digital innovation hubs
767642,public services,digital innovation hubs
761708,public services,digital innovation hubs
825640,public services,digital innovation hubs
825003,public services,digital innovation hubs
678860,public services,digital innovation hubs
767625,machine learning,signal processing
746979,machine learning,signal processing
827452,machine learning,signal processing
600847,machine learning,signal processing
335491,machine learning,signal processing
313202,machine learning,signal processing
270435,machine learning,signal processing
267907,machine learning,signal processing
258581,machine learning,signal processing
251677,machine learning,signal processing
789825,machine learning,signal processing
787399,machine learning,signal processing
775838,machine learning,signal processing
213850,machine learning,signal processing
203143,machine learning,signal processing
838037,machine learning,signal processing
767625,data analysis,signal processing
678282,data analysis,signal processing
675512,data analysis,signal processing
656131,data analysis,signal processing
270435,data analysis,signal processing
787399,data analysis,signal processing
776335,data analysis,signal processing
232190,data analysis,signal processing
680873,data analysis,signal processing
767625,expert systems,signal processing
767625,expert systems,machine learning
767579,inorganic compounds,silicon carbide
740390,inorganic compounds,silicon carbide
658070,inorganic compounds,silicon carbide
627270,inorganic compounds,silicon carbide
334256,inorganic compounds,silicon carbide
304851,inorganic compounds,silicon carbide
257829,inorganic compounds,silicon carbide
795923,inorganic compounds,silicon carbide
227551,inorganic compounds,silicon carbide
686454,inorganic compounds,silicon carbide
767579,geometry,brownian motion
740943,geometry,brownian motion
676999,geometry,brownian motion
639305,geometry,brownian motion
307079,geometry,brownian motion
255009,geometry,brownian motion
767572,nephrology,kidney disease
662861,nephrology,kidney disease
305436,nephrology,kidney disease
256453,nephrology,kidney disease
241544,nephrology,kidney disease
201804,nephrology,kidney disease
767572,nephrology,kidney transplant
662861,nephrology,kidney transplant
242820,nephrology,kidney transplant
767572,surgery,kidney disease
662861,surgery,kidney disease
767572,surgery,kidney transplant
662861,surgery,kidney transplant
767383,malicious software,cyber security
728516,malicious software,cyber security
767383,network security,cyber security
728649,network security,cyber security
767285,semiconductor,ultrashort pulse
657424,semiconductor,ultrashort pulse
273362,semiconductor,ultrashort pulse
724480,semiconductor,ultrashort pulse
252890,semiconductor,ultrashort pulse
224338,semiconductor,ultrashort pulse
767285,semiconductor,quantum dot
756225,semiconductor,quantum dot
753067,semiconductor,quantum dot
747866,semiconductor,quantum dot
747599,semiconductor,quantum dot
832645,semiconductor,quantum dot
825453,semiconductor,quantum dot
820505,semiconductor,quantum dot
820423,semiconductor,quantum dot
820133,semiconductor,quantum dot
671133,semiconductor,quantum dot
641353,semiconductor,quantum dot
615613,semiconductor,quantum dot
339905,semiconductor,quantum dot
334762,semiconductor,quantum dot
334463,semiconductor,quantum dot
330211,semiconductor,quantum dot
323841,semiconductor,quantum dot
307687,semiconductor,quantum dot
307392,semiconductor,quantum dot
306719,semiconductor,quantum dot
306387,semiconductor,quantum dot
268300,semiconductor,quantum dot
267574,semiconductor,quantum dot
259033,semiconductor,quantum dot
257531,semiconductor,quantum dot
256355,semiconductor,quantum dot
254331,semiconductor,quantum dot
254126,semiconductor,quantum dot
253243,semiconductor,quantum dot
